
 ** NVTX Range Summary (nvtx_sum):

+----------+-----------------+-----------+---------------+---------------+-------------+-------------+-------------+---------+----------------------------+
| Time (%) | Total Time (ns) | Instances |   Avg (ns)    |   Med (ns)    |  Min (ns)   |  Max (ns)   | StdDev (ns) |  Style  |           Range            |
|      0.1 |       4,848,128 |         1 |   4,848,128.0 |   4,848,128.0 |   4,848,128 |   4,848,128 |         0.0 | PushPop | :decode_step992_tokens4    |
|      0.1 |       4,837,184 |         1 |   4,837,184.0 |   4,837,184.0 |   4,837,184 |   4,837,184 |         0.0 | PushPop | :decode_step906_tokens4    |
|      0.1 |       4,829,680 |         1 |   4,829,680.0 |   4,829,680.0 |   4,829,680 |   4,829,680 |         0.0 | PushPop | :decode_step924_tokens4    |
|      0.1 |       4,796,400 |         1 |   4,796,400.0 |   4,796,400.0 |   4,796,400 |   4,796,400 |         0.0 | PushPop | :decode_step269_tokens4    |
|      0.1 |       4,795,280 |         1 |   4,795,280.0 |   4,795,280.0 |   4,795,280 |   4,795,280 |         0.0 | PushPop | :decode_step362_tokens4    |
|      0.1 |       4,790,608 |         1 |   4,790,608.0 |   4,790,608.0 |   4,790,608 |   4,790,608 |         0.0 | PushPop | :decode_step570_tokens4    |
|      0.1 |       4,789,200 |         1 |   4,789,200.0 |   4,789,200.0 |   4,789,200 |   4,789,200 |         0.0 | PushPop | :decode_step932_tokens4    |
|      0.1 |       4,784,848 |         1 |   4,784,848.0 |   4,784,848.0 |   4,784,848 |   4,784,848 |         0.0 | PushPop | :decode_step384_tokens4    |
|      0.1 |       4,766,080 |         1 |   4,766,080.0 |   4,766,080.0 |   4,766,080 |   4,766,080 |         0.0 | PushPop | :decode_step231_tokens4    |
|      0.1 |       4,764,064 |         1 |   4,764,064.0 |   4,764,064.0 |   4,764,064 |   4,764,064 |         0.0 | PushPop | :decode_step939_tokens4    |
|      0.1 |       4,762,432 |         1 |   4,762,432.0 |   4,762,432.0 |   4,762,432 |   4,762,432 |         0.0 | PushPop | :decode_step203_tokens4    |
|      0.1 |       4,744,528 |         1 |   4,744,528.0 |   4,744,528.0 |   4,744,528 |   4,744,528 |         0.0 | PushPop | :decode_step923_tokens4    |
|      0.1 |       4,738,512 |         1 |   4,738,512.0 |   4,738,512.0 |   4,738,512 |   4,738,512 |         0.0 | PushPop | :decode_step353_tokens4    |
|      0.1 |       4,729,056 |         1 |   4,729,056.0 |   4,729,056.0 |   4,729,056 |   4,729,056 |         0.0 | PushPop | :decode_step922_tokens4    |
|      0.1 |       4,717,680 |         1 |   4,717,680.0 |   4,717,680.0 |   4,717,680 |   4,717,680 |         0.0 | PushPop | :decode_step930_tokens4    |
|      0.1 |       4,712,016 |         1 |   4,712,016.0 |   4,712,016.0 |   4,712,016 |   4,712,016 |         0.0 | PushPop | :decode_step1003_tokens4   |
|      0.1 |       4,701,104 |         1 |   4,701,104.0 |   4,701,104.0 |   4,701,104 |   4,701,104 |         0.0 | PushPop | :decode_step686_tokens4    |
|      0.1 |       4,653,808 |         1 |   4,653,808.0 |   4,653,808.0 |   4,653,808 |   4,653,808 |         0.0 | PushPop | :decode_step198_tokens4    |
|      0.1 |       4,643,120 |         1 |   4,643,120.0 |   4,643,120.0 |   4,643,120 |   4,643,120 |         0.0 | PushPop | :decode_step685_tokens4    |
|      0.1 |       4,636,528 |         1 |   4,636,528.0 |   4,636,528.0 |   4,636,528 |   4,636,528 |         0.0 | PushPop | :decode_step838_tokens4    |
|      0.1 |       4,635,648 |         1 |   4,635,648.0 |   4,635,648.0 |   4,635,648 |   4,635,648 |         0.0 | PushPop | :decode_step981_tokens4    |
|      0.1 |       4,631,200 |         1 |   4,631,200.0 |   4,631,200.0 |   4,631,200 |   4,631,200 |         0.0 | PushPop | :decode_step514_tokens4    |
|      0.1 |       4,629,808 |         1 |   4,629,808.0 |   4,629,808.0 |   4,629,808 |   4,629,808 |         0.0 | PushPop | :decode_step270_tokens4    |
|      0.1 |       4,628,448 |         1 |   4,628,448.0 |   4,628,448.0 |   4,628,448 |   4,628,448 |         0.0 | PushPop | :decode_step156_tokens4    |
|      0.1 |       4,616,960 |         1 |   4,616,960.0 |   4,616,960.0 |   4,616,960 |   4,616,960 |         0.0 | PushPop | :decode_step420_tokens4    |
|      0.1 |       4,614,384 |         1 |   4,614,384.0 |   4,614,384.0 |   4,614,384 |   4,614,384 |         0.0 | PushPop | :decode_step687_tokens4    |
|      0.1 |       4,610,464 |         1 |   4,610,464.0 |   4,610,464.0 |   4,610,464 |   4,610,464 |         0.0 | PushPop | :decode_step933_tokens4    |
|      0.1 |       4,591,184 |         1 |   4,591,184.0 |   4,591,184.0 |   4,591,184 |   4,591,184 |         0.0 | PushPop | :decode_step896_tokens4    |
|      0.1 |       4,581,264 |         1 |   4,581,264.0 |   4,581,264.0 |   4,581,264 |   4,581,264 |         0.0 | PushPop | :decode_step579_tokens4    |
|      0.1 |       4,577,872 |         1 |   4,577,872.0 |   4,577,872.0 |   4,577,872 |   4,577,872 |         0.0 | PushPop | :decode_step993_tokens4    |
|      0.1 |       4,577,344 |         1 |   4,577,344.0 |   4,577,344.0 |   4,577,344 |   4,577,344 |         0.0 | PushPop | :decode_step834_tokens4    |
|      0.1 |       4,562,048 |         1 |   4,562,048.0 |   4,562,048.0 |   4,562,048 |   4,562,048 |         0.0 | PushPop | :decode_step194_tokens4    |
|      0.1 |       4,551,312 |         1 |   4,551,312.0 |   4,551,312.0 |   4,551,312 |   4,551,312 |         0.0 | PushPop | :decode_step926_tokens4    |
|      0.1 |       4,544,320 |         1 |   4,544,320.0 |   4,544,320.0 |   4,544,320 |   4,544,320 |         0.0 | PushPop | :decode_step344_tokens4    |
|      0.1 |       4,529,680 |         1 |   4,529,680.0 |   4,529,680.0 |   4,529,680 |   4,529,680 |         0.0 | PushPop | :decode_step935_tokens4    |
|      0.1 |       4,528,064 |         1 |   4,528,064.0 |   4,528,064.0 |   4,528,064 |   4,528,064 |         0.0 | PushPop | :decode_step536_tokens4    |
|      0.1 |       4,527,440 |         1 |   4,527,440.0 |   4,527,440.0 |   4,527,440 |   4,527,440 |         0.0 | PushPop | :decode_step578_tokens4    |
|      0.1 |       4,506,000 |         1 |   4,506,000.0 |   4,506,000.0 |   4,506,000 |   4,506,000 |         0.0 | PushPop | :decode_step232_tokens4    |
|      0.1 |       4,490,912 |         1 |   4,490,912.0 |   4,490,912.0 |   4,490,912 |   4,490,912 |         0.0 | PushPop | :decode_step310_tokens4    |
|      0.1 |       4,490,544 |         1 |   4,490,544.0 |   4,490,544.0 |   4,490,544 |   4,490,544 |         0.0 | PushPop | :decode_step540_tokens4    |
|      0.1 |       4,489,808 |         1 |   4,489,808.0 |   4,489,808.0 |   4,489,808 |   4,489,808 |         0.0 | PushPop | :decode_step233_tokens4    |
|      0.1 |       4,488,480 |         1 |   4,488,480.0 |   4,488,480.0 |   4,488,480 |   4,488,480 |         0.0 | PushPop | :decode_step989_tokens4    |
|      0.1 |       4,472,544 |         1 |   4,472,544.0 |   4,472,544.0 |   4,472,544 |   4,472,544 |         0.0 | PushPop | :decode_step646_tokens4    |
|      0.1 |       4,471,600 |         1 |   4,471,600.0 |   4,471,600.0 |   4,471,600 |   4,471,600 |         0.0 | PushPop | :decode_step576_tokens4    |
|      0.1 |       4,466,304 |         1 |   4,466,304.0 |   4,466,304.0 |   4,466,304 |   4,466,304 |         0.0 | PushPop | :decode_step931_tokens4    |
|      0.1 |       4,464,592 |         1 |   4,464,592.0 |   4,464,592.0 |   4,464,592 |   4,464,592 |         0.0 | PushPop | :decode_step762_tokens4    |
|      0.1 |       4,462,704 |         1 |   4,462,704.0 |   4,462,704.0 |   4,462,704 |   4,462,704 |         0.0 | PushPop | :decode_step188_tokens4    |
|      0.1 |       4,458,512 |         1 |   4,458,512.0 |   4,458,512.0 |   4,458,512 |   4,458,512 |         0.0 | PushPop | :decode_step841_tokens4    |
|      0.1 |       4,457,712 |         1 |   4,457,712.0 |   4,457,712.0 |   4,457,712 |   4,457,712 |         0.0 | PushPop | :decode_step1024_tokens4   |
|      0.1 |       4,454,384 |         1 |   4,454,384.0 |   4,454,384.0 |   4,454,384 |   4,454,384 |         0.0 | PushPop | :decode_step889_tokens4    |
|      0.1 |       4,423,488 |         1 |   4,423,488.0 |   4,423,488.0 |   4,423,488 |   4,423,488 |         0.0 | PushPop | :decode_step795_tokens4    |
|      0.1 |       4,419,072 |         1 |   4,419,072.0 |   4,419,072.0 |   4,419,072 |   4,419,072 |         0.0 | PushPop | :decode_step204_tokens4    |
|      0.1 |       4,406,064 |         1 |   4,406,064.0 |   4,406,064.0 |   4,406,064 |   4,406,064 |         0.0 | PushPop | :decode_step573_tokens4    |
|      0.1 |       4,403,888 |         1 |   4,403,888.0 |   4,403,888.0 |   4,403,888 |   4,403,888 |         0.0 | PushPop | :decode_step195_tokens4    |
|      0.1 |       4,397,312 |         1 |   4,397,312.0 |   4,397,312.0 |   4,397,312 |   4,397,312 |         0.0 | PushPop | :decode_step352_tokens4    |
|      0.1 |       4,391,792 |         1 |   4,391,792.0 |   4,391,792.0 |   4,391,792 |   4,391,792 |         0.0 | PushPop | :decode_step463_tokens4    |
|      0.1 |       4,391,456 |         1 |   4,391,456.0 |   4,391,456.0 |   4,391,456 |   4,391,456 |         0.0 | PushPop | :decode_step235_tokens4    |
|      0.1 |       4,388,832 |         1 |   4,388,832.0 |   4,388,832.0 |   4,388,832 |   4,388,832 |         0.0 | PushPop | :decode_step720_tokens4    |
|      0.1 |       4,383,360 |         1 |   4,383,360.0 |   4,383,360.0 |   4,383,360 |   4,383,360 |         0.0 | PushPop | :decode_step674_tokens4    |
|      0.1 |       4,382,208 |         1 |   4,382,208.0 |   4,382,208.0 |   4,382,208 |   4,382,208 |         0.0 | PushPop | :decode_step485_tokens4    |
|      0.1 |       4,381,936 |         1 |   4,381,936.0 |   4,381,936.0 |   4,381,936 |   4,381,936 |         0.0 | PushPop | :decode_step397_tokens4    |
|      0.1 |       4,377,424 |         1 |   4,377,424.0 |   4,377,424.0 |   4,377,424 |   4,377,424 |         0.0 | PushPop | :decode_step348_tokens4    |
|      0.1 |       4,376,768 |         1 |   4,376,768.0 |   4,376,768.0 |   4,376,768 |   4,376,768 |         0.0 | PushPop | :decode_step510_tokens4    |
|      0.1 |       4,370,704 |         1 |   4,370,704.0 |   4,370,704.0 |   4,370,704 |   4,370,704 |         0.0 | PushPop | :decode_step572_tokens4    |
|      0.1 |       4,367,280 |         1 |   4,367,280.0 |   4,367,280.0 |   4,367,280 |   4,367,280 |         0.0 | PushPop | :decode_step114_tokens4    |
|      0.1 |       4,367,184 |         1 |   4,367,184.0 |   4,367,184.0 |   4,367,184 |   4,367,184 |         0.0 | PushPop | :decode_step758_tokens4    |
|      0.1 |       4,366,832 |         1 |   4,366,832.0 |   4,366,832.0 |   4,366,832 |   4,366,832 |         0.0 | PushPop | :decode_step743_tokens4    |
|      0.1 |       4,358,832 |         1 |   4,358,832.0 |   4,358,832.0 |   4,358,832 |   4,358,832 |         0.0 | PushPop | :decode_step689_tokens4    |
|      0.1 |       4,355,728 |         1 |   4,355,728.0 |   4,355,728.0 |   4,355,728 |   4,355,728 |         0.0 | PushPop | :decode_step197_tokens4    |
|      0.1 |       4,355,168 |         1 |   4,355,168.0 |   4,355,168.0 |   4,355,168 |   4,355,168 |         0.0 | PushPop | :decode_step881_tokens4    |
|      0.1 |       4,351,712 |         1 |   4,351,712.0 |   4,351,712.0 |   4,351,712 |   4,351,712 |         0.0 | PushPop | :decode_step678_tokens4    |
|      0.1 |       4,350,800 |         1 |   4,350,800.0 |   4,350,800.0 |   4,350,800 |   4,350,800 |         0.0 | PushPop | :decode_step325_tokens4    |
|      0.1 |       4,343,280 |         1 |   4,343,280.0 |   4,343,280.0 |   4,343,280 |   4,343,280 |         0.0 | PushPop | :decode_step767_tokens4    |
|      0.1 |       4,342,416 |         1 |   4,342,416.0 |   4,342,416.0 |   4,342,416 |   4,342,416 |         0.0 | PushPop | :decode_step1004_tokens4   |
|      0.1 |       4,338,928 |         1 |   4,338,928.0 |   4,338,928.0 |   4,338,928 |   4,338,928 |         0.0 | PushPop | :decode_step862_tokens4    |
|      0.1 |       4,338,464 |         1 |   4,338,464.0 |   4,338,464.0 |   4,338,464 |   4,338,464 |         0.0 | PushPop | :decode_step683_tokens4    |
|      0.1 |       4,337,968 |         1 |   4,337,968.0 |   4,337,968.0 |   4,337,968 |   4,337,968 |         0.0 | PushPop | :decode_step800_tokens4    |
|      0.1 |       4,334,960 |         1 |   4,334,960.0 |   4,334,960.0 |   4,334,960 |   4,334,960 |         0.0 | PushPop | :decode_step874_tokens4    |
|      0.1 |       4,334,080 |         1 |   4,334,080.0 |   4,334,080.0 |   4,334,080 |   4,334,080 |         0.0 | PushPop | :decode_step504_tokens4    |
|      0.1 |       4,329,504 |         1 |   4,329,504.0 |   4,329,504.0 |   4,329,504 |   4,329,504 |         0.0 | PushPop | :decode_step729_tokens4    |
|      0.1 |       4,328,928 |         1 |   4,328,928.0 |   4,328,928.0 |   4,328,928 |   4,328,928 |         0.0 | PushPop | :decode_step839_tokens4    |
|      0.1 |       4,328,448 |         1 |   4,328,448.0 |   4,328,448.0 |   4,328,448 |   4,328,448 |         0.0 | PushPop | :decode_step707_tokens4    |
|      0.1 |       4,327,984 |         1 |   4,327,984.0 |   4,327,984.0 |   4,327,984 |   4,327,984 |         0.0 | PushPop | :decode_step995_tokens4    |
|      0.1 |       4,326,816 |         1 |   4,326,816.0 |   4,326,816.0 |   4,326,816 |   4,326,816 |         0.0 | PushPop | :decode_step733_tokens4    |
|      0.1 |       4,326,048 |         1 |   4,326,048.0 |   4,326,048.0 |   4,326,048 |   4,326,048 |         0.0 | PushPop | :decode_step721_tokens4    |
|      0.1 |       4,322,208 |         1 |   4,322,208.0 |   4,322,208.0 |   4,322,208 |   4,322,208 |         0.0 | PushPop | :decode_step695_tokens4    |
|      0.1 |       4,310,928 |         1 |   4,310,928.0 |   4,310,928.0 |   4,310,928 |   4,310,928 |         0.0 | PushPop | :decode_step345_tokens4    |
|      0.1 |       4,309,872 |         1 |   4,309,872.0 |   4,309,872.0 |   4,309,872 |   4,309,872 |         0.0 | PushPop | :decode_step988_tokens4    |
|      0.1 |       4,309,792 |         1 |   4,309,792.0 |   4,309,792.0 |   4,309,792 |   4,309,792 |         0.0 | PushPop | :decode_step722_tokens4    |
|      0.1 |       4,304,544 |         1 |   4,304,544.0 |   4,304,544.0 |   4,304,544 |   4,304,544 |         0.0 | PushPop | :decode_step349_tokens4    |
|      0.1 |       4,301,936 |         1 |   4,301,936.0 |   4,301,936.0 |   4,301,936 |   4,301,936 |         0.0 | PushPop | :decode_step763_tokens4    |
|      0.1 |       4,300,816 |         1 |   4,300,816.0 |   4,300,816.0 |   4,300,816 |   4,300,816 |         0.0 | PushPop | :decode_step618_tokens4    |
|      0.1 |       4,298,304 |         1 |   4,298,304.0 |   4,298,304.0 |   4,298,304 |   4,298,304 |         0.0 | PushPop | :decode_step425_tokens4    |
|      0.1 |       4,297,280 |         1 |   4,297,280.0 |   4,297,280.0 |   4,297,280 |   4,297,280 |         0.0 | PushPop | :decode_step515_tokens4    |
|      0.1 |       4,294,960 |         1 |   4,294,960.0 |   4,294,960.0 |   4,294,960 |   4,294,960 |         0.0 | PushPop | :decode_step597_tokens4    |
|      0.1 |       4,293,696 |         1 |   4,293,696.0 |   4,293,696.0 |   4,293,696 |   4,293,696 |         0.0 | PushPop | :decode_step76_tokens4     |
|      0.1 |       4,292,896 |         1 |   4,292,896.0 |   4,292,896.0 |   4,292,896 |   4,292,896 |         0.0 | PushPop | :decode_step652_tokens4    |
|      0.1 |       4,292,144 |         1 |   4,292,144.0 |   4,292,144.0 |   4,292,144 |   4,292,144 |         0.0 | PushPop | :decode_step205_tokens4    |
|      0.1 |       4,290,560 |         1 |   4,290,560.0 |   4,290,560.0 |   4,290,560 |   4,290,560 |         0.0 | PushPop | :decode_step877_tokens4    |
|      0.1 |       4,287,024 |         1 |   4,287,024.0 |   4,287,024.0 |   4,287,024 |   4,287,024 |         0.0 | PushPop | :decode_step495_tokens4    |
|      0.1 |       4,286,800 |         1 |   4,286,800.0 |   4,286,800.0 |   4,286,800 |   4,286,800 |         0.0 | PushPop | :decode_step307_tokens4    |
|      0.1 |       4,283,776 |         1 |   4,283,776.0 |   4,283,776.0 |   4,283,776 |   4,283,776 |         0.0 | PushPop | :decode_step520_tokens4    |
|      0.1 |       4,282,816 |         1 |   4,282,816.0 |   4,282,816.0 |   4,282,816 |   4,282,816 |         0.0 | PushPop | :decode_step291_tokens4    |
|      0.1 |       4,277,936 |         1 |   4,277,936.0 |   4,277,936.0 |   4,277,936 |   4,277,936 |         0.0 | PushPop | :decode_step1010_tokens4   |
|      0.1 |       4,265,824 |         1 |   4,265,824.0 |   4,265,824.0 |   4,265,824 |   4,265,824 |         0.0 | PushPop | :decode_step697_tokens4    |
|      0.1 |       4,265,424 |         1 |   4,265,424.0 |   4,265,424.0 |   4,265,424 |   4,265,424 |         0.0 | PushPop | :decode_step459_tokens4    |
|      0.1 |       4,264,400 |         1 |   4,264,400.0 |   4,264,400.0 |   4,264,400 |   4,264,400 |         0.0 | PushPop | :decode_step907_tokens4    |
|      0.1 |       4,263,872 |         1 |   4,263,872.0 |   4,263,872.0 |   4,263,872 |   4,263,872 |         0.0 | PushPop | :decode_step346_tokens4    |
|      0.1 |       4,263,248 |         1 |   4,263,248.0 |   4,263,248.0 |   4,263,248 |   4,263,248 |         0.0 | PushPop | :decode_step326_tokens4    |
|      0.1 |       4,261,216 |         1 |   4,261,216.0 |   4,261,216.0 |   4,261,216 |   4,261,216 |         0.0 | PushPop | :decode_step1005_tokens4   |
|      0.1 |       4,261,056 |         1 |   4,261,056.0 |   4,261,056.0 |   4,261,056 |   4,261,056 |         0.0 | PushPop | :decode_step1030_tokens4   |
|      0.1 |       4,256,768 |         1 |   4,256,768.0 |   4,256,768.0 |   4,256,768 |   4,256,768 |         0.0 | PushPop | :decode_step651_tokens4    |
|      0.1 |       4,254,640 |         1 |   4,254,640.0 |   4,254,640.0 |   4,254,640 |   4,254,640 |         0.0 | PushPop | :decode_step976_tokens4    |
|      0.1 |       4,254,144 |         1 |   4,254,144.0 |   4,254,144.0 |   4,254,144 |   4,254,144 |         0.0 | PushPop | :decode_step849_tokens4    |
|      0.1 |       4,251,104 |         1 |   4,251,104.0 |   4,251,104.0 |   4,251,104 |   4,251,104 |         0.0 | PushPop | :decode_step957_tokens4    |
|      0.1 |       4,250,576 |         1 |   4,250,576.0 |   4,250,576.0 |   4,250,576 |   4,250,576 |         0.0 | PushPop | :decode_step255_tokens4    |
|      0.1 |       4,246,400 |         1 |   4,246,400.0 |   4,246,400.0 |   4,246,400 |   4,246,400 |         0.0 | PushPop | :decode_step386_tokens4    |
|      0.1 |       4,246,256 |         1 |   4,246,256.0 |   4,246,256.0 |   4,246,256 |   4,246,256 |         0.0 | PushPop | :decode_step517_tokens4    |
|      0.1 |       4,242,736 |         1 |   4,242,736.0 |   4,242,736.0 |   4,242,736 |   4,242,736 |         0.0 | PushPop | :decode_step523_tokens4    |
|      0.1 |       4,242,576 |         1 |   4,242,576.0 |   4,242,576.0 |   4,242,576 |   4,242,576 |         0.0 | PushPop | :decode_step355_tokens4    |
|      0.1 |       4,241,856 |         1 |   4,241,856.0 |   4,241,856.0 |   4,241,856 |   4,241,856 |         0.0 | PushPop | :decode_step370_tokens4    |
|      0.1 |       4,241,200 |         1 |   4,241,200.0 |   4,241,200.0 |   4,241,200 |   4,241,200 |         0.0 | PushPop | :decode_step364_tokens4    |
|      0.1 |       4,239,616 |         1 |   4,239,616.0 |   4,239,616.0 |   4,239,616 |   4,239,616 |         0.0 | PushPop | :decode_step219_tokens4    |
|      0.1 |       4,236,128 |         1 |   4,236,128.0 |   4,236,128.0 |   4,236,128 |   4,236,128 |         0.0 | PushPop | :decode_step684_tokens4    |
|      0.1 |       4,235,680 |         1 |   4,235,680.0 |   4,235,680.0 |   4,235,680 |   4,235,680 |         0.0 | PushPop | :decode_step507_tokens4    |
|      0.1 |       4,233,744 |         1 |   4,233,744.0 |   4,233,744.0 |   4,233,744 |   4,233,744 |         0.0 | PushPop | :decode_step982_tokens4    |
|      0.1 |       4,228,320 |         1 |   4,228,320.0 |   4,228,320.0 |   4,228,320 |   4,228,320 |         0.0 | PushPop | :decode_step654_tokens4    |
|      0.1 |       4,225,136 |         1 |   4,225,136.0 |   4,225,136.0 |   4,225,136 |   4,225,136 |         0.0 | PushPop | :decode_step541_tokens4    |
|      0.1 |       4,220,992 |         1 |   4,220,992.0 |   4,220,992.0 |   4,220,992 |   4,220,992 |         0.0 | PushPop | :decode_step253_tokens4    |
|      0.1 |       4,220,864 |         1 |   4,220,864.0 |   4,220,864.0 |   4,220,864 |   4,220,864 |         0.0 | PushPop | :decode_step158_tokens4    |
|      0.1 |       4,220,624 |         1 |   4,220,624.0 |   4,220,624.0 |   4,220,624 |   4,220,624 |         0.0 | PushPop | :decode_step497_tokens4    |
|      0.1 |       4,218,976 |         1 |   4,218,976.0 |   4,218,976.0 |   4,218,976 |   4,218,976 |         0.0 | PushPop | :decode_step914_tokens4    |
|      0.1 |       4,214,928 |         1 |   4,214,928.0 |   4,214,928.0 |   4,214,928 |   4,214,928 |         0.0 | PushPop | :decode_step521_tokens4    |
|      0.1 |       4,212,624 |         1 |   4,212,624.0 |   4,212,624.0 |   4,212,624 |   4,212,624 |         0.0 | PushPop | :decode_step690_tokens4    |
|      0.1 |       4,207,568 |         1 |   4,207,568.0 |   4,207,568.0 |   4,207,568 |   4,207,568 |         0.0 | PushPop | :decode_step172_tokens4    |
|      0.1 |       4,203,792 |         1 |   4,203,792.0 |   4,203,792.0 |   4,203,792 |   4,203,792 |         0.0 | PushPop | :decode_step522_tokens4    |
|      0.1 |       4,203,136 |         1 |   4,203,136.0 |   4,203,136.0 |   4,203,136 |   4,203,136 |         0.0 | PushPop | :decode_step421_tokens4    |
|      0.1 |       4,202,240 |         1 |   4,202,240.0 |   4,202,240.0 |   4,202,240 |   4,202,240 |         0.0 | PushPop | :decode_step804_tokens4    |
|      0.1 |       4,201,136 |         1 |   4,201,136.0 |   4,201,136.0 |   4,201,136 |   4,201,136 |         0.0 | PushPop | :decode_step196_tokens4    |
|      0.1 |       4,200,960 |         1 |   4,200,960.0 |   4,200,960.0 |   4,200,960 |   4,200,960 |         0.0 | PushPop | :decode_step358_tokens4    |
|      0.1 |       4,199,056 |         1 |   4,199,056.0 |   4,199,056.0 |   4,199,056 |   4,199,056 |         0.0 | PushPop | :decode_step271_tokens4    |
|      0.1 |       4,198,096 |         1 |   4,198,096.0 |   4,198,096.0 |   4,198,096 |   4,198,096 |         0.0 | PushPop | :decode_step699_tokens4    |
|      0.1 |       4,196,416 |         1 |   4,196,416.0 |   4,196,416.0 |   4,196,416 |   4,196,416 |         0.0 | PushPop | :decode_step207_tokens4    |
|      0.1 |       4,191,984 |         1 |   4,191,984.0 |   4,191,984.0 |   4,191,984 |   4,191,984 |         0.0 | PushPop | :decode_step237_tokens4    |
|      0.1 |       4,185,920 |         1 |   4,185,920.0 |   4,185,920.0 |   4,185,920 |   4,185,920 |         0.0 | PushPop | :decode_step385_tokens4    |
|      0.1 |       4,185,536 |         1 |   4,185,536.0 |   4,185,536.0 |   4,185,536 |   4,185,536 |         0.0 | PushPop | :decode_step468_tokens4    |
|      0.1 |       4,184,656 |         1 |   4,184,656.0 |   4,184,656.0 |   4,184,656 |   4,184,656 |         0.0 | PushPop | :decode_step315_tokens4    |
|      0.1 |       4,184,320 |         1 |   4,184,320.0 |   4,184,320.0 |   4,184,320 |   4,184,320 |         0.0 | PushPop | :decode_step501_tokens4    |
|      0.1 |       4,184,208 |         1 |   4,184,208.0 |   4,184,208.0 |   4,184,208 |   4,184,208 |         0.0 | PushPop | :decode_step711_tokens4    |
|      0.1 |       4,181,200 |         1 |   4,181,200.0 |   4,181,200.0 |   4,181,200 |   4,181,200 |         0.0 | PushPop | :decode_step347_tokens4    |
|      0.1 |       4,178,160 |         1 |   4,178,160.0 |   4,178,160.0 |   4,178,160 |   4,178,160 |         0.0 | PushPop | :decode_step737_tokens4    |
|      0.1 |       4,178,144 |         1 |   4,178,144.0 |   4,178,144.0 |   4,178,144 |   4,178,144 |         0.0 | PushPop | :decode_step408_tokens4    |
|      0.1 |       4,175,264 |         1 |   4,175,264.0 |   4,175,264.0 |   4,175,264 |   4,175,264 |         0.0 | PushPop | :decode_step423_tokens4    |
|      0.1 |       4,171,568 |         1 |   4,171,568.0 |   4,171,568.0 |   4,171,568 |   4,171,568 |         0.0 | PushPop | :decode_step859_tokens4    |
|      0.1 |       4,171,328 |         1 |   4,171,328.0 |   4,171,328.0 |   4,171,328 |   4,171,328 |         0.0 | PushPop | :decode_step617_tokens4    |
|      0.1 |       4,170,368 |         1 |   4,170,368.0 |   4,170,368.0 |   4,170,368 |   4,170,368 |         0.0 | PushPop | :decode_step727_tokens4    |
|      0.1 |       4,170,304 |         1 |   4,170,304.0 |   4,170,304.0 |   4,170,304 |   4,170,304 |         0.0 | PushPop | :decode_step871_tokens4    |
|      0.1 |       4,170,272 |         1 |   4,170,272.0 |   4,170,272.0 |   4,170,272 |   4,170,272 |         0.0 | PushPop | :decode_step701_tokens4    |
|      0.1 |       4,166,320 |         1 |   4,166,320.0 |   4,166,320.0 |   4,166,320 |   4,166,320 |         0.0 | PushPop | :decode_step486_tokens4    |
|      0.1 |       4,164,432 |         1 |   4,164,432.0 |   4,164,432.0 |   4,164,432 |   4,164,432 |         0.0 | PushPop | :decode_step583_tokens4    |
|      0.1 |       4,161,744 |         1 |   4,161,744.0 |   4,161,744.0 |   4,161,744 |   4,161,744 |         0.0 | PushPop | :decode_step581_tokens4    |
|      0.1 |       4,158,128 |         1 |   4,158,128.0 |   4,158,128.0 |   4,158,128 |   4,158,128 |         0.0 | PushPop | :decode_step584_tokens4    |
|      0.1 |       4,152,192 |         1 |   4,152,192.0 |   4,152,192.0 |   4,152,192 |   4,152,192 |         0.0 | PushPop | :decode_step884_tokens4    |
|      0.1 |       4,151,360 |         1 |   4,151,360.0 |   4,151,360.0 |   4,151,360 |   4,151,360 |         0.0 | PushPop | :decode_step761_tokens4    |
|      0.1 |       4,150,720 |         1 |   4,150,720.0 |   4,150,720.0 |   4,150,720 |   4,150,720 |         0.0 | PushPop | :decode_step516_tokens4    |
|      0.1 |       4,149,776 |         1 |   4,149,776.0 |   4,149,776.0 |   4,149,776 |   4,149,776 |         0.0 | PushPop | :decode_step179_tokens4    |
|      0.1 |       4,149,632 |         1 |   4,149,632.0 |   4,149,632.0 |   4,149,632 |   4,149,632 |         0.0 | PushPop | :decode_step210_tokens4    |
|      0.1 |       4,149,248 |         1 |   4,149,248.0 |   4,149,248.0 |   4,149,248 |   4,149,248 |         0.0 | PushPop | :decode_step744_tokens4    |
|      0.1 |       4,148,864 |         1 |   4,148,864.0 |   4,148,864.0 |   4,148,864 |   4,148,864 |         0.0 | PushPop | :decode_step427_tokens4    |
|      0.1 |       4,148,544 |         1 |   4,148,544.0 |   4,148,544.0 |   4,148,544 |   4,148,544 |         0.0 | PushPop | :decode_step1027_tokens4   |
|      0.1 |       4,147,328 |         1 |   4,147,328.0 |   4,147,328.0 |   4,147,328 |   4,147,328 |         0.0 | PushPop | :decode_step234_tokens4    |
|      0.1 |       4,147,264 |         1 |   4,147,264.0 |   4,147,264.0 |   4,147,264 |   4,147,264 |         0.0 | PushPop | :decode_step911_tokens4    |
|      0.1 |       4,146,016 |         1 |   4,146,016.0 |   4,146,016.0 |   4,146,016 |   4,146,016 |         0.0 | PushPop | :decode_step903_tokens4    |
